id,gender,customer type,age,type of travel,class,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes,satisfaction,age group,delay category,service score
4220,male,loyal customer,61,personal travel,eco,888,3,5,3,1,5,3,5,5,4,3,5,5,4,5,0,0.0,neutral or dissatisfied,60+,no delay,4.166666666666667
124770,male,loyal customer,42,business travel,business,280,5,5,5,5,5,5,5,5,5,5,5,3,5,3,0,0.0,satisfied,31-45,no delay,4.666666666666667
11075,male,loyal customer,18,personal travel,eco,216,5,0,5,4,3,5,2,3,5,2,4,1,4,3,0,0.0,satisfied,under 18,no delay,3.5
7791,male,loyal customer,44,business travel,business,3867,2,2,3,2,2,4,4,5,5,4,5,5,5,5,105,105.0,satisfied,31-45,60+,4.083333333333333
86270,female,loyal customer,11,personal travel,eco,356,2,5,2,3,2,2,2,2,4,4,5,3,4,2,7,2.0,neutral or dissatisfied,under 18,1-15,2.8333333333333335
81715,female,loyal customer,21,personal travel,eco plus,907,2,5,2,3,4,2,4,4,3,5,4,5,5,4,32,37.0,neutral or dissatisfied,18-30,31-60,3.6666666666666665
93597,male,loyal customer,30,business travel,business,704,4,4,2,4,4,4,4,4,3,5,4,4,5,4,0,0.0,satisfied,18-30,no delay,3.9166666666666665
97030,male,loyal customer,34,personal travel,eco plus,883,1,4,1,4,1,1,1,1,2,2,3,3,3,1,0,0.0,neutral or dissatisfied,31-45,no delay,1.6666666666666667
22001,female,loyal customer,44,personal travel,eco,500,2,1,2,4,3,4,4,4,4,2,4,4,4,1,0,0.0,neutral or dissatisfied,31-45,no delay,3.1666666666666665
114909,male,loyal customer,61,business travel,business,337,5,5,5,5,3,4,4,4,4,4,4,4,4,4,31,33.0,satisfied,60+,31-60,4.083333333333333
4076,female,loyal customer,44,business travel,business,2350,5,5,5,5,4,4,4,5,5,5,5,5,5,4,0,0.0,satisfied,31-45,no delay,4.666666666666667
23445,male,disloyal customer,28,business travel,eco,516,4,5,3,3,2,3,2,2,5,1,2,1,5,2,5,0.0,neutral or dissatisfied,18-30,1-15,2.6666666666666665
104786,female,loyal customer,40,business travel,business,587,1,1,1,1,5,5,5,4,4,4,4,4,4,5,13,7.0,satisfied,31-45,1-15,3.8333333333333335
47243,male,disloyal customer,36,business travel,business,588,2,2,2,3,3,2,3,3,5,3,5,5,4,3,0,0.0,neutral or dissatisfied,31-45,no delay,3.3333333333333335
46555,male,loyal customer,30,business travel,eco,141,5,2,2,2,5,5,5,5,5,2,1,2,3,5,71,67.0,satisfied,18-30,60+,3.75
32321,female,loyal customer,62,business travel,eco,101,5,3,5,5,5,5,2,5,5,5,5,2,5,3,0,0.0,satisfied,60+,no delay,4.333333333333333
94772,female,loyal customer,43,business travel,business,2441,2,2,2,2,4,4,4,4,4,4,4,4,4,4,0,0.0,satisfied,31-45,no delay,3.6666666666666665
37625,male,loyal customer,29,personal travel,eco,950,3,1,3,3,1,3,1,1,3,1,3,4,4,1,0,0.0,neutral or dissatisfied,18-30,no delay,2.3333333333333335
38363,female,loyal customer,35,personal travel,eco,1050,5,4,5,1,5,5,5,5,5,2,5,4,4,5,1,0.0,satisfied,31-45,1-15,4.583333333333333
9131,male,loyal customer,45,business travel,business,707,1,1,1,1,5,5,5,4,4,4,4,4,4,4,0,0.0,satisfied,31-45,no delay,3.75
3961,male,loyal customer,43,personal travel,eco,764,3,5,4,2,1,4,1,1,4,2,5,3,4,1,10,37.0,neutral or dissatisfied,31-45,1-15,2.75
71796,female,loyal customer,44,business travel,eco,1723,3,3,3,3,3,1,3,3,3,3,3,3,3,2,6,4.0,neutral or dissatisfied,31-45,1-15,2.75
2682,male,loyal customer,36,personal travel,eco,539,4,4,4,2,5,4,5,5,3,4,4,4,5,5,0,0.0,neutral or dissatisfied,31-45,no delay,4.333333333333333
34931,male,loyal customer,23,personal travel,eco,187,2,5,2,3,3,2,3,3,4,2,5,4,4,3,0,0.0,neutral or dissatisfied,18-30,no delay,3.0833333333333335
119355,female,loyal customer,11,personal travel,eco plus,214,1,3,1,4,4,1,4,4,2,4,3,3,2,4,6,0.0,neutral or dissatisfied,under 18,1-15,2.75
123969,male,disloyal customer,62,business travel,business,184,4,4,4,3,4,5,5,4,5,4,4,5,5,5,125,134.0,satisfied,60+,60+,4.5
49814,female,loyal customer,57,business travel,eco,89,3,2,2,2,1,4,4,3,3,3,3,3,3,3,110,99.0,neutral or dissatisfied,46-60,60+,2.9166666666666665
69396,female,loyal customer,36,business travel,eco,1096,2,5,5,5,2,2,2,2,3,2,2,2,3,2,0,29.0,neutral or dissatisfied,31-45,no delay,2.4166666666666665
97519,male,loyal customer,47,business travel,business,439,4,4,5,4,5,5,5,4,4,4,4,4,4,4,10,6.0,satisfied,46-60,1-15,4.333333333333333
77657,male,disloyal customer,48,business travel,eco,813,2,2,2,4,4,2,4,4,1,1,3,1,3,4,0,25.0,neutral or dissatisfied,46-60,no delay,2.5833333333333335
45856,female,loyal customer,61,business travel,eco plus,391,2,2,2,2,3,3,3,2,2,2,2,1,2,1,0,2.0,neutral or dissatisfied,60+,no delay,2.0833333333333335
44303,female,loyal customer,29,business travel,business,1428,5,5,5,5,5,5,5,5,2,3,4,2,3,5,0,0.0,satisfied,18-30,no delay,4.083333333333333
102227,male,loyal customer,52,business travel,business,2814,2,2,2,2,4,5,4,4,4,4,4,4,4,3,0,0.0,satisfied,46-60,no delay,3.6666666666666665
49251,male,disloyal customer,41,business travel,business,363,3,3,3,3,4,3,4,4,4,2,5,4,5,4,4,0.0,neutral or dissatisfied,31-45,1-15,3.75
118560,male,loyal customer,59,business travel,business,2641,0,0,0,2,3,5,4,4,4,4,4,3,4,3,0,0.0,satisfied,46-60,no delay,3.1666666666666665
67617,male,loyal customer,43,business travel,business,1235,5,5,5,5,5,4,5,5,5,5,5,4,5,5,23,0.0,satisfied,31-45,16-30,4.833333333333333
47460,male,loyal customer,50,personal travel,eco,558,4,4,4,4,4,4,5,4,4,4,4,2,3,4,0,0.0,neutral or dissatisfied,46-60,no delay,3.8333333333333335
57070,male,loyal customer,12,business travel,business,2065,3,3,3,3,3,3,3,3,2,5,4,3,3,3,22,0.0,neutral or dissatisfied,under 18,16-30,3.1666666666666665
34515,male,loyal customer,9,personal travel,eco,1521,4,5,4,4,1,4,1,1,5,5,4,3,5,1,5,0.0,neutral or dissatisfied,under 18,1-15,3.1666666666666665
32943,male,loyal customer,32,personal travel,eco,163,3,4,3,4,3,3,2,3,5,3,5,4,4,3,7,5.0,neutral or dissatisfied,31-45,1-15,3.4166666666666665
117581,male,loyal customer,51,business travel,eco,1020,1,1,1,1,1,1,1,1,3,3,2,1,2,1,14,0.0,neutral or dissatisfied,46-60,1-15,1.5
12997,male,loyal customer,34,business travel,eco,374,5,2,2,2,5,5,5,5,4,4,1,2,4,5,1,0.0,satisfied,31-45,1-15,3.9166666666666665
106806,female,loyal customer,51,personal travel,eco,977,2,5,2,3,5,4,5,1,1,2,1,5,1,4,15,19.0,neutral or dissatisfied,46-60,1-15,2.75
88239,male,loyal customer,37,business travel,business,404,2,2,2,2,5,5,5,4,4,4,4,3,4,5,0,5.0,satisfied,31-45,no delay,3.9166666666666665
41616,female,loyal customer,56,business travel,eco plus,1334,5,1,1,1,4,1,2,5,5,5,5,4,5,3,11,21.0,satisfied,46-60,1-15,3.75
74987,female,loyal customer,77,business travel,eco plus,2586,3,2,2,2,4,2,3,3,3,3,3,2,3,1,21,0.0,neutral or dissatisfied,60+,16-30,2.6666666666666665
64512,female,loyal customer,51,personal travel,business,282,4,2,4,3,3,2,3,3,3,4,5,2,3,4,25,23.0,neutral or dissatisfied,46-60,16-30,3.3333333333333335
82463,female,loyal customer,28,personal travel,eco,502,5,4,5,4,1,5,2,1,5,5,4,3,4,1,0,0.0,satisfied,18-30,no delay,3.4166666666666665
105616,male,loyal customer,55,business travel,business,925,2,2,2,2,4,4,4,5,5,5,5,5,5,3,19,2.0,satisfied,46-60,16-30,4.083333333333333
29794,female,loyal customer,52,business travel,eco,548,4,4,4,4,3,1,5,4,4,4,4,5,4,2,0,0.0,satisfied,46-60,no delay,3.6666666666666665
129587,female,loyal customer,56,business travel,business,308,2,2,2,2,2,5,5,4,4,4,4,5,4,5,12,10.0,satisfied,46-60,1-15,3.8333333333333335
56382,male,loyal customer,47,business travel,eco plus,200,2,5,5,5,2,2,2,2,3,1,4,3,2,2,0,0.0,satisfied,46-60,no delay,2.5
31027,female,loyal customer,25,business travel,business,2734,5,5,4,5,5,4,5,5,4,2,5,4,5,5,0,0.0,satisfied,18-30,no delay,4.416666666666667
99268,female,loyal customer,50,business travel,eco,833,2,3,5,3,3,3,4,2,2,2,2,1,2,1,0,0.0,neutral or dissatisfied,46-60,no delay,2.4166666666666665
24090,female,disloyal customer,24,business travel,eco,554,3,5,3,2,3,3,3,3,5,3,3,5,3,3,0,0.0,neutral or dissatisfied,18-30,no delay,3.3333333333333335
129445,male,loyal customer,8,personal travel,eco,236,2,4,0,1,2,0,2,2,5,3,5,4,5,2,4,0.0,neutral or dissatisfied,under 18,1-15,2.6666666666666665
125136,female,loyal customer,30,personal travel,eco,361,3,4,3,2,1,3,1,1,3,3,4,3,4,1,0,0.0,neutral or dissatisfied,18-30,no delay,2.5
43130,female,loyal customer,35,business travel,eco plus,259,2,1,1,1,2,2,2,2,4,3,3,3,4,2,19,27.0,neutral or dissatisfied,31-45,16-30,2.5
14559,male,loyal customer,53,personal travel,eco plus,368,2,4,2,4,1,2,1,1,1,1,4,1,1,1,0,0.0,neutral or dissatisfied,46-60,no delay,1.5
59278,male,loyal customer,56,business travel,business,3302,1,1,5,1,3,2,2,3,5,4,5,2,5,2,0,0.0,satisfied,46-60,no delay,3.25
114634,male,loyal customer,44,business travel,business,2891,5,5,5,5,2,4,4,5,5,5,5,4,5,5,9,0.0,satisfied,31-45,1-15,4.5
108890,male,loyal customer,46,business travel,business,1183,1,1,1,1,2,5,5,5,5,5,5,4,5,4,27,30.0,satisfied,46-60,16-30,3.9166666666666665
81739,male,loyal customer,48,business travel,business,1306,3,3,3,3,3,5,5,4,4,4,4,3,4,4,6,0.0,satisfied,46-60,1-15,3.8333333333333335
28305,female,loyal customer,60,business travel,business,867,3,3,3,3,2,3,5,5,5,5,5,5,5,5,0,0.0,satisfied,46-60,no delay,4.25
15732,male,loyal customer,26,personal travel,eco,419,4,4,4,1,4,4,4,4,4,1,4,4,5,4,0,0.0,satisfied,18-30,no delay,3.8333333333333335
71642,male,loyal customer,22,personal travel,eco,1197,4,5,4,5,2,4,2,2,4,2,4,4,4,2,0,0.0,neutral or dissatisfied,18-30,no delay,3.1666666666666665
106464,male,disloyal customer,29,business travel,business,1300,4,4,4,3,1,4,5,1,4,5,5,3,4,1,0,0.0,satisfied,18-30,no delay,3.4166666666666665
90772,female,loyal customer,39,business travel,business,2233,4,2,2,2,3,4,3,2,2,4,3,3,3,3,264,258.0,neutral or dissatisfied,31-45,60+,3.0
44453,male,loyal customer,23,business travel,eco,802,5,4,4,4,5,5,4,5,2,3,3,5,4,5,0,0.0,satisfied,18-30,no delay,4.166666666666667
116040,male,loyal customer,29,personal travel,eco,446,4,5,4,2,5,4,5,5,3,2,5,4,4,5,0,0.0,satisfied,18-30,no delay,4.166666666666667
101865,male,disloyal customer,38,business travel,business,1747,3,4,4,4,2,4,2,2,3,4,5,4,4,2,8,0.0,neutral or dissatisfied,31-45,1-15,3.25
118941,male,loyal customer,33,personal travel,eco plus,1618,2,5,3,2,3,3,3,3,1,1,4,4,4,3,3,0.0,neutral or dissatisfied,31-45,1-15,2.8333333333333335
89985,male,loyal customer,18,business travel,eco plus,1487,4,5,4,5,4,5,4,4,2,1,3,2,3,4,0,0.0,satisfied,under 18,no delay,3.3333333333333335
50935,male,loyal customer,55,personal travel,eco,89,1,3,1,3,5,1,5,5,5,3,4,3,5,5,0,0.0,neutral or dissatisfied,46-60,no delay,3.5833333333333335
77922,male,loyal customer,47,personal travel,business,214,4,1,4,3,2,3,4,4,4,4,5,2,4,1,17,65.0,satisfied,46-60,16-30,3.4166666666666665
99606,female,loyal customer,44,business travel,business,808,2,2,2,2,5,4,5,4,4,4,4,3,4,3,0,0.0,satisfied,31-45,no delay,3.6666666666666665
82558,male,loyal customer,42,business travel,business,528,5,5,4,5,3,4,5,5,5,5,5,3,5,5,0,0.0,satisfied,31-45,no delay,4.5
68917,female,loyal customer,15,personal travel,eco,936,2,3,2,1,3,2,3,3,4,3,3,3,1,3,0,0.0,neutral or dissatisfied,under 18,no delay,2.6666666666666665
122922,female,loyal customer,22,personal travel,business,590,4,5,4,3,3,4,3,3,2,3,5,1,1,3,0,11.0,satisfied,18-30,no delay,3.0
100032,female,disloyal customer,38,business travel,eco,220,3,1,3,4,4,3,4,4,1,5,3,3,3,4,15,7.0,neutral or dissatisfied,31-45,1-15,3.3333333333333335
34367,male,loyal customer,43,personal travel,eco,541,5,5,5,1,3,5,3,3,3,5,4,3,4,3,0,0.0,satisfied,31-45,no delay,3.8333333333333335
48619,male,loyal customer,9,personal travel,eco plus,776,2,4,2,2,2,1,4,4,3,4,5,4,3,4,191,188.0,neutral or dissatisfied,under 18,60+,3.1666666666666665
11179,male,loyal customer,42,personal travel,eco,224,3,5,3,2,3,3,3,3,5,4,4,4,4,3,0,1.0,neutral or dissatisfied,31-45,no delay,3.5
76855,female,loyal customer,49,personal travel,eco,989,3,5,3,1,2,5,5,4,4,3,4,3,4,3,0,0.0,neutral or dissatisfied,46-60,no delay,3.5833333333333335
102656,male,loyal customer,43,business travel,business,255,1,1,1,1,3,4,4,5,5,5,5,5,5,5,62,38.0,satisfied,31-45,60+,4.0
114966,male,loyal customer,58,business travel,business,447,2,2,2,2,4,5,5,5,5,5,5,3,5,4,0,0.0,satisfied,46-60,no delay,4.166666666666667
113578,male,loyal customer,42,business travel,business,2053,4,4,4,4,1,5,3,5,5,5,5,5,5,2,52,52.0,satisfied,31-45,31-60,4.083333333333333
14795,male,disloyal customer,43,business travel,eco,95,1,0,1,1,2,1,2,2,1,3,2,2,2,2,0,0.0,neutral or dissatisfied,31-45,no delay,1.75
39202,male,loyal customer,50,business travel,business,2452,1,1,1,1,5,5,4,5,5,5,5,5,5,3,9,17.0,satisfied,46-60,1-15,4.083333333333333
87745,male,loyal customer,39,business travel,business,3313,2,5,5,5,3,3,3,3,3,2,2,2,3,4,0,0.0,neutral or dissatisfied,31-45,no delay,2.9166666666666665
125951,female,loyal customer,34,business travel,business,3078,4,4,4,4,2,4,5,5,5,5,5,3,5,3,0,0.0,satisfied,31-45,no delay,4.166666666666667
119293,female,loyal customer,43,business travel,business,3761,2,4,4,4,5,4,3,2,2,2,2,3,2,1,0,3.0,neutral or dissatisfied,31-45,no delay,2.6666666666666665
50520,female,loyal customer,7,personal travel,eco,77,4,5,4,1,2,4,2,2,5,2,4,3,4,2,0,0.0,neutral or dissatisfied,under 18,no delay,3.1666666666666665
113369,female,loyal customer,35,business travel,business,386,5,5,5,5,4,4,4,5,5,5,5,4,5,3,0,0.0,satisfied,31-45,no delay,4.5
34647,male,loyal customer,13,personal travel,eco,541,5,5,5,2,3,5,3,3,5,4,5,5,5,3,0,0.0,satisfied,under 18,no delay,4.25
50543,female,loyal customer,13,personal travel,eco,238,1,5,1,3,2,1,2,2,5,3,4,4,4,2,0,0.0,neutral or dissatisfied,under 18,no delay,2.5833333333333335
122736,male,loyal customer,53,business travel,business,1567,3,4,3,3,5,4,5,5,5,5,5,5,5,5,0,0.0,satisfied,46-60,no delay,4.583333333333333
38558,male,loyal customer,13,personal travel,eco,2586,1,2,1,3,2,1,2,2,4,1,4,3,3,2,0,0.0,neutral or dissatisfied,under 18,no delay,2.1666666666666665
80040,female,loyal customer,39,personal travel,eco,1035,4,4,4,3,2,4,2,2,5,4,4,4,4,2,0,0.0,neutral or dissatisfied,31-45,no delay,3.4166666666666665
104566,male,disloyal customer,22,business travel,eco,369,3,5,2,3,3,2,3,3,3,3,4,5,4,3,0,0.0,neutral or dissatisfied,18-30,no delay,3.1666666666666665
4174,female,loyal customer,35,personal travel,eco,431,1,2,1,4,3,1,1,3,2,1,3,2,3,3,0,0.0,neutral or dissatisfied,31-45,no delay,2.0
107043,female,disloyal customer,39,business travel,business,480,2,2,2,2,1,2,3,1,2,2,3,2,2,1,0,0.0,neutral or dissatisfied,31-45,no delay,1.9166666666666667
94125,male,loyal customer,34,business travel,business,2692,3,3,2,3,4,4,5,5,5,5,5,3,5,3,12,0.0,satisfied,31-45,1-15,4.083333333333333
113191,male,loyal customer,34,business travel,business,1991,2,2,2,2,2,5,4,5,5,5,4,5,5,5,0,0.0,satisfied,31-45,no delay,4.083333333333333
116506,male,loyal customer,59,personal travel,eco,417,3,2,3,2,2,3,2,2,4,1,3,3,3,2,0,0.0,neutral or dissatisfied,46-60,no delay,2.5833333333333335
659,male,loyal customer,49,business travel,business,229,5,5,5,5,5,4,4,4,4,4,4,3,4,4,0,1.0,satisfied,46-60,no delay,4.166666666666667
54347,female,loyal customer,18,personal travel,eco plus,1597,4,1,3,2,3,3,3,3,3,1,2,2,3,3,0,0.0,satisfied,under 18,no delay,2.75
42969,female,loyal customer,30,business travel,eco,236,5,2,3,3,5,5,5,5,3,5,1,4,3,5,17,13.0,satisfied,18-30,16-30,4.083333333333333
1668,male,loyal customer,19,personal travel,eco,551,2,3,2,1,4,2,4,4,5,2,1,5,2,4,0,0.0,neutral or dissatisfied,18-30,no delay,3.0833333333333335
107396,male,disloyal customer,29,business travel,eco,725,2,2,2,1,2,2,2,2,3,3,1,3,1,2,0,14.0,neutral or dissatisfied,18-30,no delay,2.0833333333333335
85052,male,loyal customer,57,business travel,business,1821,3,5,5,5,2,3,3,3,3,3,3,1,3,4,0,5.0,neutral or dissatisfied,46-60,no delay,3.0
67467,female,loyal customer,40,personal travel,eco,641,1,5,1,3,1,1,1,1,3,2,5,3,4,1,3,0.0,neutral or dissatisfied,31-45,1-15,2.0
111184,male,loyal customer,37,business travel,business,1703,4,4,4,4,3,3,5,4,4,5,4,3,4,3,0,0.0,satisfied,31-45,no delay,3.8333333333333335
39940,female,loyal customer,41,business travel,business,3210,3,2,4,2,1,4,3,3,3,3,3,1,3,4,0,0.0,neutral or dissatisfied,31-45,no delay,2.9166666666666665
72323,female,loyal customer,59,business travel,business,1732,1,1,1,1,5,4,4,4,4,4,4,5,4,3,0,0.0,satisfied,46-60,no delay,3.5833333333333335
102052,female,loyal customer,53,business travel,business,258,1,4,4,4,4,3,3,1,1,1,1,1,1,3,60,56.0,neutral or dissatisfied,46-60,31-60,2.0
2019,male,loyal customer,41,business travel,business,3292,5,5,5,5,3,4,4,4,4,4,4,4,4,3,0,0.0,satisfied,31-45,no delay,4.0
115556,female,loyal customer,56,business travel,eco,337,2,3,1,1,5,3,4,1,1,2,1,2,1,1,0,0.0,neutral or dissatisfied,46-60,no delay,2.0
57204,male,disloyal customer,29,business travel,business,1514,0,0,0,3,5,0,5,5,4,3,4,4,5,5,1,26.0,satisfied,18-30,1-15,3.3333333333333335
77868,female,loyal customer,49,business travel,business,1404,4,4,4,4,5,4,4,5,5,5,5,4,5,4,2,0.0,satisfied,46-60,1-15,4.5
100353,female,loyal customer,29,personal travel,eco,1053,5,4,5,2,2,4,2,2,4,2,5,4,5,2,1,0.0,satisfied,18-30,1-15,3.5
7258,female,loyal customer,51,personal travel,eco,116,1,4,1,4,1,3,4,3,3,1,1,4,3,4,6,0.0,neutral or dissatisfied,46-60,1-15,2.4166666666666665
7338,male,loyal customer,50,business travel,business,606,4,4,4,4,5,5,5,5,5,5,5,3,5,5,15,13.0,satisfied,46-60,1-15,4.666666666666667
120824,female,loyal customer,38,business travel,business,3808,5,5,5,5,4,4,5,5,5,5,5,3,5,5,0,26.0,satisfied,31-45,no delay,4.666666666666667
7585,female,loyal customer,49,personal travel,eco,594,2,3,2,2,1,3,3,4,4,2,4,3,4,1,13,16.0,neutral or dissatisfied,46-60,1-15,2.75
39492,female,loyal customer,18,business travel,eco,1368,5,3,3,3,5,5,3,5,4,3,1,4,2,5,0,0.0,satisfied,under 18,no delay,3.75
13833,male,loyal customer,28,business travel,business,628,2,3,3,3,2,2,2,2,2,2,4,1,4,2,48,31.0,neutral or dissatisfied,18-30,31-60,2.3333333333333335
6521,female,loyal customer,44,business travel,business,199,3,4,4,4,4,4,4,2,2,2,3,1,2,1,25,17.0,neutral or dissatisfied,31-45,16-30,2.6666666666666665
49460,male,disloyal customer,20,business travel,eco,134,0,4,0,1,3,0,3,3,3,3,2,1,5,3,0,2.0,satisfied,18-30,no delay,2.1666666666666665
59224,female,loyal customer,40,business travel,business,2846,5,5,5,5,4,4,4,5,4,5,4,4,4,4,0,0.0,satisfied,31-45,no delay,4.333333333333333
118178,female,loyal customer,38,business travel,business,1440,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,0.0,satisfied,31-45,1-15,4.333333333333333
114774,male,loyal customer,46,business travel,business,2078,5,5,5,5,4,4,4,3,4,5,4,4,5,4,167,159.0,satisfied,46-60,60+,4.25
10178,male,loyal customer,40,business travel,business,1559,0,4,0,3,4,5,4,5,5,5,5,5,5,4,16,38.0,satisfied,31-45,16-30,3.9166666666666665
108156,male,loyal customer,29,personal travel,eco,1105,1,5,1,4,2,1,2,2,5,5,5,3,5,2,29,16.0,neutral or dissatisfied,18-30,16-30,2.8333333333333335
86934,female,loyal customer,30,business travel,eco plus,352,0,0,0,1,5,0,4,5,4,5,2,3,5,5,0,0.0,satisfied,18-30,no delay,3.1666666666666665
68527,male,loyal customer,54,business travel,business,2266,5,5,5,5,5,5,4,5,5,5,5,5,5,3,0,0.0,satisfied,46-60,no delay,4.75
29859,male,disloyal customer,26,business travel,eco,725,1,1,1,3,1,1,1,1,5,1,5,2,2,1,72,68.0,neutral or dissatisfied,18-30,60+,1.8333333333333333
82049,male,loyal customer,44,business travel,business,1532,1,1,1,1,4,5,5,5,5,5,5,3,5,3,0,0.0,satisfied,31-45,no delay,3.9166666666666665
96501,male,loyal customer,24,business travel,eco,436,2,5,5,5,2,2,3,2,2,5,3,2,2,2,0,0.0,neutral or dissatisfied,18-30,no delay,2.6666666666666665
100040,female,loyal customer,34,business travel,business,2433,4,4,4,4,1,1,5,4,4,4,4,5,4,3,0,0.0,satisfied,31-45,no delay,3.5833333333333335
32099,female,loyal customer,36,business travel,business,101,3,3,4,3,5,1,5,4,4,4,4,4,4,3,0,0.0,satisfied,31-45,no delay,3.75
61551,female,disloyal customer,29,business travel,business,2419,2,2,2,1,3,2,3,3,4,4,3,3,5,3,27,48.0,neutral or dissatisfied,18-30,16-30,3.0833333333333335
68577,male,disloyal customer,15,business travel,eco,1616,4,4,4,4,3,4,3,3,1,4,3,1,3,3,16,0.0,satisfied,under 18,16-30,3.0
124488,male,disloyal customer,25,business travel,business,930,5,0,5,2,1,5,1,1,5,5,4,5,5,1,14,0.0,satisfied,18-30,1-15,3.5833333333333335
8954,female,loyal customer,51,personal travel,eco plus,328,3,2,3,3,5,4,3,4,4,3,4,4,4,2,10,11.0,neutral or dissatisfied,46-60,1-15,3.5833333333333335
40752,male,loyal customer,23,business travel,business,541,3,3,3,3,4,4,4,4,5,5,1,4,4,4,0,0.0,satisfied,18-30,no delay,3.75
69732,female,loyal customer,66,personal travel,eco,1372,4,5,5,1,4,3,4,5,5,5,5,3,5,4,0,0.0,neutral or dissatisfied,60+,no delay,4.333333333333333
34613,male,loyal customer,11,personal travel,eco,1598,2,5,2,4,1,2,1,1,4,2,5,3,4,1,0,0.0,neutral or dissatisfied,under 18,no delay,2.3333333333333335
121753,female,loyal customer,38,business travel,business,1931,5,2,5,5,4,5,4,5,5,5,5,4,5,4,0,0.0,satisfied,31-45,no delay,4.666666666666667
114949,female,loyal customer,57,business travel,business,446,1,1,1,1,3,5,4,5,5,5,5,4,5,5,17,9.0,satisfied,46-60,16-30,4.0
967,male,loyal customer,43,business travel,business,309,3,3,3,3,5,3,3,3,3,3,3,3,3,3,0,6.0,neutral or dissatisfied,31-45,no delay,3.1666666666666665
21359,female,loyal customer,26,personal travel,eco,674,4,5,4,2,4,4,5,4,5,3,4,4,4,4,0,0.0,satisfied,18-30,no delay,4.083333333333333
26485,male,loyal customer,48,personal travel,eco plus,787,5,5,5,2,1,5,1,1,5,5,5,5,5,1,0,0.0,satisfied,46-60,no delay,3.6666666666666665
114996,male,loyal customer,53,business travel,business,2167,1,1,2,1,5,5,4,4,4,4,4,5,4,4,4,2.0,satisfied,46-60,1-15,3.8333333333333335
32257,female,loyal customer,24,business travel,business,2566,3,3,3,3,4,4,3,4,1,2,4,4,2,4,0,0.0,satisfied,18-30,no delay,3.1666666666666665
121668,male,loyal customer,51,business travel,business,3497,5,5,5,5,3,5,4,5,5,5,5,3,5,4,0,0.0,satisfied,46-60,no delay,4.5
129564,female,loyal customer,29,personal travel,eco,2218,3,4,3,2,3,3,3,3,2,3,3,2,2,3,5,0.0,neutral or dissatisfied,18-30,1-15,2.75
28088,male,loyal customer,46,business travel,business,3896,5,5,5,5,4,4,4,5,5,5,5,3,5,3,0,0.0,satisfied,46-60,no delay,4.416666666666667
65110,female,loyal customer,25,personal travel,eco,190,4,4,4,5,3,4,1,3,5,2,4,3,4,3,0,0.0,neutral or dissatisfied,18-30,no delay,3.3333333333333335
54611,male,loyal customer,18,business travel,business,964,5,5,3,5,4,4,4,4,4,4,3,2,4,4,8,1.0,satisfied,under 18,1-15,3.75
118060,male,loyal customer,60,business travel,eco,644,4,1,1,1,4,4,4,4,3,4,2,3,1,4,4,7.0,satisfied,46-60,1-15,3.1666666666666665
3426,male,loyal customer,70,personal travel,eco,296,4,4,4,1,1,4,1,1,5,4,5,5,5,1,0,5.0,neutral or dissatisfied,60+,no delay,3.3333333333333335
111530,female,loyal customer,58,business travel,business,883,3,5,1,5,3,3,4,3,3,3,3,3,3,4,1,0.0,neutral or dissatisfied,46-60,1-15,3.0
8125,male,disloyal customer,33,business travel,business,335,4,4,4,3,4,4,4,4,5,5,5,5,4,4,0,0.0,neutral or dissatisfied,31-45,no delay,4.333333333333333
83109,male,loyal customer,15,personal travel,eco,983,3,3,2,5,5,2,3,5,2,5,5,2,5,5,1,6.0,neutral or dissatisfied,under 18,1-15,3.6666666666666665
124213,female,loyal customer,28,personal travel,eco,2176,2,4,2,1,4,2,4,4,3,4,2,4,1,4,0,0.0,neutral or dissatisfied,18-30,no delay,3.0
9580,male,loyal customer,35,business travel,business,228,1,4,4,4,5,3,3,1,1,1,1,1,1,4,0,0.0,neutral or dissatisfied,31-45,no delay,2.1666666666666665
75849,male,disloyal customer,23,business travel,eco,1037,3,3,3,4,3,3,2,3,1,2,4,1,4,3,18,103.0,neutral or dissatisfied,18-30,16-30,2.6666666666666665
9727,female,loyal customer,48,business travel,eco plus,212,4,5,2,5,1,3,3,5,5,4,5,1,5,3,51,53.0,neutral or dissatisfied,46-60,31-60,3.4166666666666665
58092,female,loyal customer,46,business travel,business,2279,0,4,0,2,2,2,1,2,2,2,2,3,2,5,34,27.0,satisfied,46-60,31-60,1.9166666666666667
89463,male,loyal customer,15,personal travel,eco,134,1,3,0,4,3,0,3,3,2,2,3,2,3,3,0,0.0,neutral or dissatisfied,under 18,no delay,2.0833333333333335
50174,female,disloyal customer,39,business travel,business,266,2,2,2,2,3,2,1,3,3,4,2,2,5,3,0,0.0,neutral or dissatisfied,31-45,no delay,2.6666666666666665
62812,female,loyal customer,46,personal travel,eco,2486,3,3,4,3,1,4,4,3,3,4,3,2,3,4,0,0.0,neutral or dissatisfied,46-60,no delay,3.1666666666666665
